City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
259,Naco,31.3347,-109.9483,77.85,16,0,16.46,MX,2022-04-06 00:46:51,clear sky
260,Port-Gentil,-0.7193,8.7815,80.58,81,100,8.21,GA,2022-04-06 00:46:51,overcast clouds
261,Lata,40.1629,-8.3327,53.82,76,99,2.71,PT,2022-04-06 00:46:51,overcast clouds
262,Henties Bay,-22.116,14.2845,60.3,84,0,7.18,NA,2022-04-06 00:46:51,clear sky
263,Vestmannaeyjar,63.4427,-20.2734,29.71,61,3,26.57,IS,2022-04-06 00:46:52,clear sky
264,Gola Gokarannath,28.0833,80.4667,71.56,12,25,2.13,IN,2022-04-06 00:46:52,scattered clouds
265,Cidreira,-30.1811,-50.2056,66.65,76,3,5.75,BR,2022-04-06 00:46:52,clear sky
266,Bethel,41.3712,-73.414,49.87,61,100,4.72,US,2022-04-06 00:45:54,overcast clouds
267,Kavaratti,10.5669,72.642,83.19,73,25,6.26,IN,2022-04-06 00:46:53,scattered clouds
268,Keffi,8.8486,7.8736,83.19,52,97,2.37,NG,2022-04-06 00:46:53,overcast clouds
269,Salalah,17.0151,54.0924,77.09,83,20,3.44,OM,2022-04-06 00:46:53,few clouds
270,Ocampo,21.65,-101.5,66.7,15,3,11.7,MX,2022-04-06 00:46:53,clear sky
271,Morro Bay,35.3658,-120.8499,83.28,54,0,7.0,US,2022-04-06 00:46:54,clear sky
272,Tautira,-17.7333,-149.15,82.0,80,29,22.37,PF,2022-04-06 00:47:54,light rain
273,Cherskiy,68.75,161.3,-1.1,88,89,4.76,RU,2022-04-06 00:47:54,overcast clouds
274,Fayaoue,-20.65,166.5333,78.28,85,100,22.91,NC,2022-04-06 00:47:55,overcast clouds
275,Ribeira Grande,38.5167,-28.7,60.71,88,46,14.0,PT,2022-04-06 00:47:55,scattered clouds
276,Severo-Kurilsk,50.6789,156.125,36.55,91,51,2.17,RU,2022-04-06 00:47:55,broken clouds
277,Daugavpils,55.8833,26.5333,28.74,80,71,11.92,LV,2022-04-06 00:47:56,broken clouds
278,Honiara,-9.4333,159.95,80.17,88,100,8.21,SB,2022-04-06 00:47:56,overcast clouds
279,Okhotsk,59.3833,143.3,24.82,78,100,22.15,RU,2022-04-06 00:47:56,light snow
280,Moose Factory,51.2585,-80.6094,28.4,69,0,9.22,CA,2022-04-06 00:47:57,clear sky
281,Barinas,8.6226,-70.2075,80.74,67,47,1.28,VE,2022-04-06 00:47:57,scattered clouds
282,Sitka,57.0531,-135.33,44.49,61,40,11.5,US,2022-04-06 00:47:57,scattered clouds
283,Saint George,37.1041,-113.5841,82.99,10,0,21.85,US,2022-04-06 00:45:09,clear sky
284,Thurso,58.5927,-3.5259,37.65,100,100,19.26,GB,2022-04-06 00:47:58,overcast clouds
285,Kyshtovka,56.555,76.6271,35.19,91,35,11.83,RU,2022-04-06 00:47:58,scattered clouds
286,Strohonivka,44.9431,34.1973,36.41,77,4,5.7,UA,2022-04-06 00:47:58,clear sky
287,Don Sak,9.3168,99.6918,76.89,80,100,6.67,TH,2022-04-06 00:47:59,light rain
288,Havre-Saint-Pierre,50.2334,-63.5986,33.8,59,0,10.36,CA,2022-04-06 00:47:59,clear sky
289,Tucuman,-26.8241,-65.2226,69.8,83,75,2.3,AR,2022-04-06 00:47:10,broken clouds
290,Narsaq,60.9167,-46.05,34.02,83,23,0.43,GL,2022-04-06 00:47:59,few clouds
291,Chicama,-7.8447,-79.1469,66.74,74,43,6.93,PE,2022-04-06 00:48:00,scattered clouds
292,Rzhev,56.2624,34.3282,25.93,86,33,11.72,RU,2022-04-06 00:48:00,scattered clouds
293,Noumea,-22.2763,166.4572,80.01,99,100,13.78,NC,2022-04-06 00:48:01,light rain
294,Kilindoni,-7.9139,39.6668,82.36,72,4,5.95,TZ,2022-04-06 00:48:01,clear sky
295,Praia,14.9215,-23.5087,70.34,73,20,14.97,CV,2022-04-06 00:48:02,few clouds
296,Kapit,2.0167,112.9333,78.24,88,66,1.03,MY,2022-04-06 00:48:02,broken clouds
297,Coahuayana,18.7333,-103.6833,72.34,75,0,3.89,MX,2022-04-06 00:45:26,clear sky
298,Popondetta,-8.7537,148.2534,90.12,54,48,4.9,PG,2022-04-06 00:48:03,light rain
299,Wahpeton,46.2652,-96.6059,42.82,93,100,11.5,US,2022-04-06 00:48:03,mist
300,Sambava,-14.2667,50.1667,74.91,91,49,4.16,MG,2022-04-06 00:48:04,scattered clouds
301,Santa Rosa,14.3122,121.1114,85.01,71,100,12.62,PH,2022-04-06 00:45:14,overcast clouds
302,Banda Aceh,5.5577,95.3222,79.02,81,98,8.46,ID,2022-04-06 00:48:04,overcast clouds
303,Reconquista,-29.15,-59.65,68.0,87,14,6.15,AR,2022-04-06 00:48:06,few clouds
304,Wangqing,43.3218,129.7634,35.65,20,1,14.34,CN,2022-04-06 00:48:06,clear sky
305,Troitskoye,52.9821,84.6757,42.37,76,94,6.87,RU,2022-04-06 00:48:06,overcast clouds
306,Ixtapa,20.7,-105.2,74.43,69,20,10.36,MX,2022-04-06 00:48:07,few clouds
307,Parrita,9.5201,-84.3225,80.76,80,100,4.27,CR,2022-04-06 00:48:07,overcast clouds
308,Lukh,57.0124,42.2584,31.39,97,100,16.04,RU,2022-04-06 00:48:07,light snow
309,Gat,31.61,34.7642,82.4,19,100,7.78,IL,2022-04-06 00:48:08,overcast clouds
310,Broken Hill,-31.95,141.4333,69.51,46,27,12.66,AU,2022-04-06 00:48:08,scattered clouds
311,Vigrestad,58.5667,5.7,33.96,60,100,5.61,NO,2022-04-06 00:48:09,overcast clouds
312,Bambous Virieux,-20.3428,57.7575,79.05,89,40,8.05,MU,2022-04-06 00:48:09,light rain
313,Mandurah,-32.55,115.7,66.9,58,99,11.1,AU,2022-04-06 00:48:09,overcast clouds
314,Paamiut,61.994,-49.6678,29.41,90,100,1.83,GL,2022-04-06 00:48:10,overcast clouds
315,Vangaindrano,-23.35,47.6,75.09,89,62,2.46,MG,2022-04-06 00:48:10,broken clouds
316,Hudiksvall,61.729,17.1036,26.49,56,0,14.27,SE,2022-04-06 00:48:10,clear sky
317,Vila Velha,-20.3297,-40.2925,80.55,85,0,5.75,BR,2022-04-06 00:48:11,clear sky
318,Lishan,31.8576,113.2951,66.61,65,30,3.31,CN,2022-04-06 00:48:11,scattered clouds
319,Kampot,10.6167,104.1833,80.65,70,99,5.06,KH,2022-04-06 00:49:11,overcast clouds
320,Antalaha,-14.9003,50.2788,74.08,91,98,4.72,MG,2022-04-06 00:49:13,overcast clouds
321,Cairns,-16.9167,145.7667,90.1,60,22,6.91,AU,2022-04-06 00:49:13,few clouds
322,Naryan-Mar,67.6713,53.087,-3.66,100,100,6.71,RU,2022-04-06 00:49:14,overcast clouds
323,Vanavara,60.34,102.2797,23.27,92,100,5.59,RU,2022-04-06 00:49:14,overcast clouds
324,Clonakilty,51.6231,-8.8706,47.41,84,100,18.88,IE,2022-04-06 00:49:14,overcast clouds
325,Escanaba,45.7453,-87.0646,39.16,90,100,6.91,US,2022-04-06 00:49:15,overcast clouds
326,Pisco,-13.7,-76.2167,68.05,83,0,14.97,PE,2022-04-06 00:44:42,clear sky
327,Nalut,30.3333,10.85,79.2,14,1,7.4,LY,2022-04-06 00:49:15,clear sky
328,Lethem,3.3803,-59.7968,80.24,68,90,10.54,GY,2022-04-06 00:49:15,overcast clouds
329,Pangnirtung,66.1451,-65.7125,4.03,88,100,3.09,CA,2022-04-06 00:49:16,overcast clouds
330,Da Nang,16.0678,108.2208,71.58,94,75,8.05,VN,2022-04-06 00:49:16,mist
331,Bud,39.447,-86.1758,56.82,94,100,7.45,US,2022-04-06 00:49:17,overcast clouds
332,Astana,51.1801,71.446,31.95,86,100,6.71,KZ,2022-04-06 00:49:17,overcast clouds
333,Murashi,59.3999,48.9615,21.49,98,83,6.96,RU,2022-04-06 00:49:17,broken clouds
334,Omsukchan,62.5333,155.8,11.14,85,100,5.91,RU,2022-04-06 00:49:18,overcast clouds
335,Filingue,14.3521,3.3168,87.67,17,87,4.63,NE,2022-04-06 00:49:18,overcast clouds
336,Mahebourg,-20.4081,57.7,79.09,89,40,8.05,MU,2022-04-06 00:49:18,scattered clouds
337,Stephenville,32.2207,-98.2023,89.73,9,0,9.22,US,2022-04-06 00:45:36,clear sky
338,Tayoltita,24.0833,-105.9333,70.65,42,0,4.97,MX,2022-04-06 00:49:19,clear sky
339,Laguna,38.421,-121.4238,77.09,15,0,17.27,US,2022-04-06 00:49:19,clear sky
340,Aklavik,68.2191,-135.0107,5.79,82,100,8.25,CA,2022-04-06 00:49:20,overcast clouds
341,Druzhba,52.0428,33.9453,36.01,90,100,10.92,UA,2022-04-06 00:49:20,overcast clouds
342,Kumluca,36.3703,30.2869,63.37,46,99,5.97,TR,2022-04-06 00:49:20,overcast clouds
343,Nichinan,31.6,131.3667,64.08,41,100,2.73,JP,2022-04-06 00:49:21,overcast clouds
344,Sisimiut,66.9395,-53.6735,25.3,95,99,2.95,GL,2022-04-06 00:49:21,overcast clouds
345,Zhanakorgan,43.9098,67.2495,64.83,45,100,3.31,KZ,2022-04-06 00:49:21,overcast clouds
346,Sola,-13.8833,167.55,83.07,79,100,6.91,VU,2022-04-06 00:49:22,light rain
347,Helong,42.5397,128.9972,32.86,22,0,14.63,CN,2022-04-06 00:49:22,clear sky
348,Karratha,-20.7377,116.8463,87.91,48,6,3.13,AU,2022-04-06 00:49:22,clear sky
349,Inirida,3.8653,-67.9239,74.41,96,100,2.66,CO,2022-04-06 00:49:23,overcast clouds
350,Curaca,-8.9903,-39.9094,81.0,47,72,16.8,BR,2022-04-06 00:49:23,broken clouds
351,Progreso,21.2833,-89.6667,80.19,81,11,10.09,MX,2022-04-06 00:49:23,few clouds
352,Acapulco,16.8634,-99.8901,77.23,71,0,10.27,MX,2022-04-06 00:49:24,clear sky
353,Ancud,-41.8697,-73.8203,58.23,92,100,16.11,CL,2022-04-06 00:49:24,overcast clouds
354,Lazaro Cardenas,17.9583,-102.2,74.66,73,8,8.68,MX,2022-04-06 00:49:24,clear sky
355,Taltal,-25.4,-70.4833,70.11,53,100,3.76,CL,2022-04-06 00:49:25,overcast clouds
356,Batemans Bay,-35.7167,150.1833,66.09,72,100,7.25,AU,2022-04-06 00:49:25,overcast clouds
357,Nouakchott,18.0858,-15.9785,66.13,85,0,14.76,MR,2022-04-06 00:49:25,clear sky
358,Davila,18.4726,120.5763,84.18,75,95,19.37,PH,2022-04-06 00:49:26,overcast clouds
359,Athens,37.9795,23.7162,56.37,74,20,3.44,GR,2022-04-06 00:44:50,few clouds
360,Hamilton,39.1834,-84.5333,54.0,95,100,4.61,US,2022-04-06 00:48:54,overcast clouds
361,Araceli,10.5529,119.9913,82.85,75,100,16.58,PH,2022-04-06 00:49:26,overcast clouds
362,Grand Gaube,-20.0064,57.6608,79.2,92,100,1.99,MU,2022-04-06 00:49:27,heavy intensity rain
363,Hella,67.2,14.4333,23.88,83,100,4.61,NO,2022-04-06 00:49:27,overcast clouds
364,Flinders,-34.5833,150.8552,67.17,91,100,5.99,AU,2022-04-06 00:49:27,light rain
365,Alofi,-19.0595,-169.9187,84.09,65,75,4.61,NU,2022-04-06 00:49:28,broken clouds
366,Cansancao,-10.6672,-39.4992,74.41,72,0,10.49,BR,2022-04-06 00:50:28,clear sky
367,Emerald,-23.5333,148.1667,82.35,65,40,5.75,AU,2022-04-06 00:50:28,scattered clouds
368,Anadyr,64.75,177.4833,1.9,71,0,6.71,RU,2022-04-06 00:50:28,clear sky
369,Solton,52.8429,86.4787,39.07,99,99,4.85,RU,2022-04-06 00:50:29,overcast clouds
370,Boa Viagem,-5.1275,-39.7322,74.23,79,91,1.92,BR,2022-04-06 00:50:29,overcast clouds
371,Brae,60.3964,-1.353,37.22,73,100,6.44,GB,2022-04-06 00:50:29,overcast clouds
372,Zaysan,47.4667,84.8667,49.86,46,14,1.5,KZ,2022-04-06 00:50:30,few clouds
373,Dubbo,-32.25,148.6167,77.13,50,0,16.11,AU,2022-04-06 00:48:07,clear sky
374,Clyde River,70.4692,-68.5914,-3.77,84,0,3.44,CA,2022-04-06 00:45:38,clear sky
375,Visby,57.6409,18.296,34.83,60,0,17.27,SE,2022-04-06 00:46:03,clear sky
376,Andenes,69.3143,16.1194,33.78,69,100,31.07,NO,2022-04-06 00:50:30,overcast clouds
377,Severnoye,56.3491,78.3619,35.37,92,20,9.64,RU,2022-04-06 00:50:31,few clouds
378,Belmonte,-15.8631,-38.8828,77.68,82,0,5.26,BR,2022-04-06 00:50:31,clear sky
379,Saint Anthony,45.0205,-93.218,44.85,92,100,16.11,US,2022-04-06 00:50:31,moderate rain
380,Saldanha,-33.0117,17.9442,53.65,79,14,5.5,ZA,2022-04-06 00:50:31,few clouds
381,Komsomolskiy,40.4272,71.7189,59.72,41,16,9.22,UZ,2022-04-06 00:50:32,few clouds
382,Mango,27.9797,-82.3065,81.05,83,0,11.5,US,2022-04-06 00:50:32,clear sky
383,Waihi Beach,-37.4,175.9333,76.82,74,36,10.0,NZ,2022-04-06 00:50:09,scattered clouds
384,Touros,-5.1989,-35.4608,78.93,80,1,10.18,BR,2022-04-06 00:50:32,clear sky
385,Champerico,14.3,-91.9167,88.34,68,7,6.13,GT,2022-04-06 00:50:33,clear sky
386,Karasjok,69.4719,25.5112,23.58,92,100,22.1,NO,2022-04-06 00:50:33,overcast clouds
387,Ayagoz,47.9714,80.4392,47.98,52,9,3.27,KZ,2022-04-06 00:50:33,clear sky
388,Toora-Khem,52.4675,96.11,35.53,90,100,2.84,RU,2022-04-06 00:50:34,overcast clouds
389,Tessalit,20.1986,1.0114,83.62,6,0,4.83,ML,2022-04-06 00:50:34,clear sky
390,Gardez,33.5974,69.2259,51.78,30,0,1.95,AF,2022-04-06 00:50:34,clear sky
391,Pemangkat,1.1667,108.9667,82.02,74,92,2.24,ID,2022-04-06 00:50:35,light rain
392,Nuuk,64.1835,-51.7216,27.88,100,100,5.99,GL,2022-04-06 00:50:35,overcast clouds
393,Mikuni,36.2171,136.1519,64.31,53,26,8.19,JP,2022-04-06 00:50:35,scattered clouds
394,Half Moon Bay,37.4636,-122.4286,71.51,63,0,23.02,US,2022-04-06 00:45:35,clear sky
395,Sao Felix Do Xingu,-6.6447,-51.995,72.5,93,100,1.28,BR,2022-04-06 00:50:36,overcast clouds
396,Bizhbulyak,53.6967,54.2642,14.99,96,23,4.34,RU,2022-04-06 00:50:36,few clouds
397,Skaelskor,55.2506,11.2935,37.98,67,100,6.2,DK,2022-04-06 00:50:36,overcast clouds
398,Amapa,1.0,-52.0,71.64,99,100,2.59,BR,2022-04-06 00:50:36,light rain
399,Palmer,42.1584,-72.3287,51.4,46,75,11.5,US,2022-04-06 00:50:22,broken clouds
400,Miura,35.14,139.6192,64.04,62,100,9.78,JP,2022-04-06 00:50:37,overcast clouds
401,Yakeshi,49.2833,120.7333,20.68,50,0,13.91,CN,2022-04-06 00:50:37,clear sky
402,Serra Talhada,-7.9919,-38.2983,73.69,68,100,8.37,BR,2022-04-06 00:50:37,overcast clouds
403,Westerland,54.9079,8.3033,37.42,93,100,6.91,DE,2022-04-06 00:50:38,light rain
404,Bastrop,32.7562,-91.8724,82.08,76,0,7.09,US,2022-04-06 00:47:03,clear sky
405,Sao Miguel Do Araguaia,-13.275,-50.1628,77.65,65,37,1.72,BR,2022-04-06 00:50:38,scattered clouds
406,Chokurdakh,70.6333,147.9167,-5.19,92,14,6.22,RU,2022-04-06 00:50:38,few clouds
407,Camocim,-2.9022,-40.8411,76.24,90,82,5.91,BR,2022-04-06 00:50:39,moderate rain
408,Nome,64.5011,-165.4064,10.47,61,0,5.75,US,2022-04-06 00:50:39,clear sky
409,Nador,35.174,-2.9287,57.27,82,0,4.61,MA,2022-04-06 00:50:39,clear sky
410,Havelock,34.8791,-76.9013,69.78,86,100,8.05,US,2022-04-06 00:50:40,heavy intensity rain
411,Ridgecrest,35.6225,-117.6709,89.46,14,0,5.99,US,2022-04-06 00:48:55,clear sky
412,Hudson Bay,52.85,-102.3842,35.85,90,100,11.21,CA,2022-04-06 00:50:40,overcast clouds
413,Lagoa,39.05,-27.9833,59.68,86,34,15.61,PT,2022-04-06 00:51:40,scattered clouds
414,Sinnamary,5.3833,-52.95,77.38,87,82,11.16,GF,2022-04-06 00:51:41,broken clouds
415,Yamada,39.4667,141.95,55.22,50,100,9.01,JP,2022-04-06 00:51:41,overcast clouds
416,Novyy Urengoy,66.0833,76.6333,32.09,91,100,19.51,RU,2022-04-06 00:51:41,overcast clouds
417,Matamoros,25.5333,-103.25,81.05,9,0,8.43,MX,2022-04-06 00:51:41,clear sky
418,Siayan,8.2667,123.1,75.88,92,100,3.36,PH,2022-04-06 00:51:42,light rain
419,Barcelos,41.5388,-8.6151,49.91,64,6,3.4,PT,2022-04-06 00:51:42,clear sky
420,Talas,38.6908,35.5538,54.27,35,75,8.05,TR,2022-04-06 00:51:42,broken clouds
421,Victoria,22.2855,114.1577,74.95,75,35,1.01,HK,2022-04-06 00:50:10,scattered clouds
422,Rockport,28.0206,-97.0544,78.82,94,100,8.05,US,2022-04-06 00:51:43,mist
423,Bilma,18.6853,12.9164,84.16,7,0,6.15,NE,2022-04-06 00:51:43,clear sky
424,Bama,11.5221,13.6856,80.8,13,72,1.16,NG,2022-04-06 00:51:43,broken clouds
425,Emiliano Zapata,18.8333,-99.1833,80.31,17,16,2.75,MX,2022-04-06 00:49:42,few clouds
426,Zhezkazgan,47.8043,67.7144,40.98,75,20,8.95,KZ,2022-04-06 00:51:44,few clouds
427,Paralimni,35.0375,33.9833,62.15,80,43,3.0,CY,2022-04-06 00:51:44,scattered clouds
428,Dumas,35.8656,-101.9732,66.34,26,100,23.02,US,2022-04-06 00:51:44,haze
429,Asilah,35.465,-6.0348,55.36,87,99,19.48,MA,2022-04-06 00:51:45,overcast clouds
430,La Ronge,55.1001,-105.2842,44.85,45,20,10.36,CA,2022-04-06 00:51:45,few clouds
431,Lichinga,-13.3128,35.2406,68.09,94,75,5.75,MZ,2022-04-06 00:51:45,thunderstorm with rain
432,Kuching,1.55,110.3333,77.22,94,20,2.3,MY,2022-04-06 00:49:07,few clouds
433,Opuwo,-18.0607,13.84,63.59,50,0,1.19,NA,2022-04-06 00:51:46,clear sky
434,Dembi Dolo,8.5333,34.8,61.32,67,71,4.81,ET,2022-04-06 00:51:46,broken clouds
435,Canatlan,24.5167,-104.7833,68.04,18,0,18.03,MX,2022-04-06 00:51:47,clear sky
436,Macusani,-14.0833,-70.4333,35.13,94,100,3.31,PE,2022-04-06 00:51:47,overcast clouds
437,Chateaubelair,13.2833,-61.25,77.16,70,24,15.41,VC,2022-04-06 00:51:48,few clouds
438,Saint-Georges,12.0564,-61.7485,80.28,78,20,17.27,GD,2022-04-06 00:51:06,few clouds
439,Mehamn,71.0357,27.8492,29.12,84,100,26.62,NO,2022-04-06 00:47:46,light snow
440,Barra Patuca,15.8,-84.2833,80.91,79,98,17.18,HN,2022-04-06 00:51:49,overcast clouds
441,Lajas,18.05,-67.0593,79.18,78,100,11.99,PR,2022-04-06 00:51:49,overcast clouds
442,Penzance,50.1186,-5.5371,50.4,90,100,27.49,GB,2022-04-06 00:51:50,overcast clouds
443,Mariakani,-3.8633,39.4736,76.42,84,5,2.46,KE,2022-04-06 00:51:50,clear sky
444,Talnakh,69.4865,88.3972,10.17,78,100,7.94,RU,2022-04-06 00:51:51,overcast clouds
445,Wanaka,-44.7,169.15,63.1,49,1,1.01,NZ,2022-04-06 00:51:51,clear sky
446,Nyurba,63.2842,118.3319,8.04,93,97,0.87,RU,2022-04-06 00:51:51,overcast clouds
447,Joao Pinheiro,-17.7425,-46.1725,75.83,56,98,4.07,BR,2022-04-06 00:51:52,overcast clouds
448,Usinsk,65.9939,57.5281,-0.22,100,100,9.53,RU,2022-04-06 00:51:52,overcast clouds
449,Otradnoye,59.7775,30.8181,26.96,78,100,12.37,RU,2022-04-06 00:51:52,overcast clouds
450,Verkhnyaya Inta,65.9811,60.3094,6.1,97,100,13.04,RU,2022-04-06 00:51:52,overcast clouds
451,Qaqortoq,60.7167,-46.0333,29.55,93,41,4.43,GL,2022-04-06 00:51:53,scattered clouds
452,Vanimo,-2.6741,141.3028,85.35,66,100,3.78,PG,2022-04-06 00:51:53,overcast clouds
453,Sweetwater,25.7634,-80.3731,81.0,80,20,9.22,US,2022-04-06 00:51:53,few clouds
454,Kaili,-3.4626,120.2147,72.37,88,92,1.7,ID,2022-04-06 00:51:54,overcast clouds
455,Honningsvag,70.9821,25.9704,31.75,74,100,26.46,NO,2022-04-06 00:51:54,overcast clouds
456,Chapais,49.7834,-74.8492,29.98,92,16,3.56,CA,2022-04-06 00:47:47,few clouds
457,Port Augusta,-32.5,137.7667,76.35,35,3,8.48,AU,2022-04-06 00:51:54,clear sky
458,Warrnambool,-38.3833,142.4833,65.8,65,94,9.69,AU,2022-04-06 00:51:55,overcast clouds
459,Ulu-Telyak,54.9086,56.9669,26.69,94,86,4.68,RU,2022-04-06 00:51:55,overcast clouds
460,Naukot,24.8587,69.4024,78.33,47,100,9.62,PK,2022-04-06 00:52:55,overcast clouds
461,San Rafael,-34.6177,-68.3301,68.13,36,0,7.58,AR,2022-04-06 00:52:37,clear sky
462,Khuzhir,53.1939,107.3397,21.34,93,100,4.34,RU,2022-04-06 00:52:56,snow
463,Onega,63.9061,38.1404,32.13,89,100,15.01,RU,2022-04-06 00:52:56,overcast clouds
464,Khani,41.9563,42.9566,40.57,86,100,3.44,GE,2022-04-06 00:52:57,overcast clouds
465,Pozo Colorado,-23.4923,-58.7972,78.75,78,91,6.8,PY,2022-04-06 00:52:57,overcast clouds
466,Alyangula,-13.8483,136.4192,85.87,79,40,3.44,AU,2022-04-06 00:52:57,scattered clouds
467,Gweta,-20.1833,25.2333,76.46,41,0,4.83,BW,2022-04-06 00:52:57,clear sky
468,Eskisehir,39.7767,30.5206,45.91,66,1,3.96,TR,2022-04-06 00:52:58,clear sky
469,Ferme-Neuve,46.7001,-75.4493,32.13,93,5,3.49,CA,2022-04-06 00:52:58,clear sky
470,Hibbing,47.4272,-92.9377,33.4,54,100,17.27,US,2022-04-06 00:52:58,overcast clouds
471,Evensk,61.95,159.2333,20.35,70,9,3.96,RU,2022-04-06 00:52:59,clear sky
472,Pulaski,34.7668,-92.3001,71.91,72,0,1.01,US,2022-04-06 00:52:59,clear sky
473,Baranoa,10.7941,-74.9164,79.45,83,40,10.36,CO,2022-04-06 00:52:59,scattered clouds
474,Conceicao Do Araguaia,-8.2578,-49.2647,74.26,91,100,3.67,BR,2022-04-06 00:52:59,overcast clouds
475,Pa Daet,19.5049,99.9924,80.01,55,98,1.52,TH,2022-04-06 00:53:00,overcast clouds
476,Nushki,29.5542,66.0215,72.68,11,73,8.57,PK,2022-04-06 00:53:00,broken clouds
477,Capoterra,39.1763,8.9718,51.21,75,0,3.44,IT,2022-04-06 00:53:00,clear sky
478,Nanzhang,31.7765,111.8386,70.77,54,22,2.26,CN,2022-04-06 00:53:01,few clouds
479,Kinna,57.5073,12.6946,32.34,72,72,2.42,SE,2022-04-06 00:53:01,broken clouds
480,Clearwater,27.9659,-82.8001,79.18,84,40,17.27,US,2022-04-06 00:50:42,scattered clouds
481,Lorengau,-2.0226,147.2712,80.62,84,100,10.02,PG,2022-04-06 00:53:01,light rain
482,Zhigansk,66.7697,123.3711,-2.51,91,65,12.8,RU,2022-04-06 00:53:02,broken clouds
483,Reshetylivka,49.565,34.0782,41.67,83,100,10.78,UA,2022-04-06 00:53:02,overcast clouds
484,Candelaria,13.9311,121.4233,80.38,74,100,9.33,PH,2022-04-06 00:53:02,overcast clouds
485,Bukachacha,52.9833,116.9167,23.2,33,29,5.23,RU,2022-04-06 00:53:03,scattered clouds
486,Careiro Da Varzea,-3.2003,-59.8119,77.61,93,100,3.49,BR,2022-04-06 00:53:03,overcast clouds
487,Tura,25.5198,90.2201,72.12,85,22,6.51,IN,2022-04-06 00:53:04,few clouds
488,Ilmajoki,62.7333,22.5667,23.99,51,0,9.22,FI,2022-04-06 00:53:04,clear sky
489,Beni,0.5,29.4667,63.12,84,69,2.19,CD,2022-04-06 00:53:05,broken clouds
490,Zhireken,52.8249,117.3076,21.96,34,7,6.06,RU,2022-04-06 00:53:05,clear sky
491,Mount Gambier,-37.8333,140.7667,62.51,72,100,13.8,AU,2022-04-06 00:53:05,overcast clouds
492,Tala,30.6803,30.9429,75.0,12,44,8.3,EG,2022-04-06 00:53:06,scattered clouds
493,Sur,22.5667,59.5289,81.36,49,6,10.98,OM,2022-04-06 00:53:06,clear sky
494,Ha Giang,22.8333,104.9833,71.69,75,100,1.03,VN,2022-04-06 00:53:06,overcast clouds
495,Awjilah,29.1081,21.2869,83.66,8,11,5.28,LY,2022-04-06 00:53:07,few clouds
496,Agadez,19.75,10.25,83.3,7,0,5.64,NE,2022-04-06 00:53:07,clear sky
497,Hun,29.1268,15.9477,84.11,9,0,6.69,LY,2022-04-06 00:53:08,clear sky
498,Lyngdal,58.1376,7.07,36.9,72,100,1.23,NO,2022-04-06 00:53:08,overcast clouds
499,Mansa,29.9833,75.3833,73.83,12,0,1.86,IN,2022-04-06 00:53:08,clear sky
500,Kismayo,-0.3582,42.5454,80.19,78,1,11.18,SO,2022-04-06 00:53:09,clear sky
501,Rio Muerto,27.4167,-110.2333,74.07,54,0,9.69,MX,2022-04-06 00:53:09,clear sky
502,Banda,25.4833,80.3333,80.92,8,6,4.5,IN,2022-04-06 00:53:10,clear sky
503,Livingstone,-17.8419,25.8543,66.52,86,91,0.13,ZM,2022-04-06 00:53:10,overcast clouds
504,Kerrobert,51.9168,-109.1348,33.85,98,100,14.18,CA,2022-04-06 00:53:10,snow
505,Tual,-5.6667,132.75,82.78,70,10,8.08,ID,2022-04-06 00:54:11,clear sky
506,Marawi,7.9986,124.2928,67.71,98,100,0.45,PH,2022-04-06 00:54:11,moderate rain
507,Atar,20.5169,-13.0499,72.93,32,5,10.02,MR,2022-04-06 00:54:12,clear sky
508,Belyy Yar,53.6039,91.3903,35.49,87,83,6.71,RU,2022-04-06 00:54:12,broken clouds
509,Pindiga,9.9833,10.9333,81.16,17,57,3.33,NG,2022-04-06 00:54:12,broken clouds
510,Morondava,-20.2833,44.2833,75.52,65,11,8.1,MG,2022-04-06 00:54:13,few clouds
511,Garden City,42.3256,-83.331,52.48,77,100,10.36,US,2022-04-06 00:51:22,overcast clouds
512,Warwick,41.7001,-71.4162,50.83,65,0,9.22,US,2022-04-06 00:54:13,clear sky
513,Cabedelo,-6.9811,-34.8339,77.67,82,70,9.04,BR,2022-04-06 00:54:14,broken clouds
514,Bandarbeyla,9.4942,50.8122,77.4,75,0,5.55,SO,2022-04-06 00:54:15,clear sky
515,Tiarei,-17.5333,-149.3333,89.62,80,19,23.96,PF,2022-04-06 00:54:16,light rain
516,Mayo,38.8876,-76.5119,55.18,93,100,6.91,US,2022-04-06 00:54:16,mist
517,Buluang,13.3068,123.3425,84.29,66,100,5.5,PH,2022-04-06 00:54:16,overcast clouds
518,Mwandiga,-4.83,29.6581,70.77,84,100,3.56,TZ,2022-04-06 00:54:17,overcast clouds
519,Krasnaya Gora,52.9995,31.6023,30.52,94,100,7.52,RU,2022-04-06 00:54:17,overcast clouds
520,Wasilla,61.5814,-149.4394,40.06,77,100,10.36,US,2022-04-06 00:51:00,moderate rain
521,Wuwei,37.9281,102.6414,58.03,18,9,5.91,CN,2022-04-06 00:54:18,clear sky
522,Olafsvik,64.8945,-23.7142,27.16,67,60,27.56,IS,2022-04-06 00:50:32,broken clouds
523,Lapua,62.9693,23.0088,24.12,89,100,10.27,FI,2022-04-06 00:54:18,light snow
